filename,size_bytes,size_gb,size_match,path_glenwrt,path_glenhouse_pc
"The Banshees of Inisherin 2022 MA Hybrid 2160p WEB-DL DV HEVC DTS-HD MA 5.1.mkv",24321153680,22.65,True,"/Volumes/Media_Lib/Movies/The.Banshees.Of.Inisherin.2022.2160p.MA.WEB-DL.x265.10bit.HDR.DTS-HD.MA.5.1-FLUX/The Banshees of Inisherin 2022 MA Hybrid 2160p WEB-DL DV HEVC DTS-HD MA 5.1.mkv","/Volumes/Media_Lib-1/The.Banshees.Of.Inisherin.2022.2160p.MA.WEB-DL.x265.10bit.HDR.DTS-HD.MA.5.1-FLUX/The Banshees of Inisherin 2022 MA Hybrid 2160p WEB-DL DV HEVC DTS-HD MA 5.1.mkv"
"X-Men.The.Last.Stand.2006.BluRay.2160p.x265.10bit.HDR.2Audio.mUHD-FRDS.mkv",23912462259,22.27,True,"/Volumes/Media_Lib/Movies/0-X战警合集/X战警3：背水一战.X-Men.The.Last.Stand.2006.BluRay.2160p.x265.10bit.HDR.2Audio.mUHD-FRDS/X-Men.The.Last.Stand.2006.BluRay.2160p.x265.10bit.HDR.2Audio.mUHD-FRDS.mkv","/Volumes/Media_Lib-1/X战警3：背水一战.X-Men.The.Last.Stand.2006.BluRay.2160p.x265.10bit.HDR.2Audio.mUHD-FRDS/X-Men.The.Last.Stand.2006.BluRay.2160p.x265.10bit.HDR.2Audio.mUHD-FRDS.mkv"
"The.Sinking.of.the.Lisbon.Maru.2023.2160p.HQ.WEB-DL.H265.60fps.DTS5.1-CHDWEB.mkv",23814504345,22.18,True,"/Volumes/Media_Lib/Documentary/里斯本丸沉没.The.Sinking.of.the.Lisbon.Maru.2023.2160p.HQ.WEB-DL.H265.60fps.DTS5.1-CHDWEB/The.Sinking.of.the.Lisbon.Maru.2023.2160p.HQ.WEB-DL.H265.60fps.DTS5.1-CHDWEB.mkv","/Volumes/Media_Lib-1/里斯本丸沉没.The.Sinking.of.the.Lisbon.Maru.2023.2160p.HQ.WEB-DL.H265.60fps.DTS5.1-CHDWEB/The.Sinking.of.the.Lisbon.Maru.2023.2160p.HQ.WEB-DL.H265.60fps.DTS5.1-CHDWEB.mkv"
"Everything.Everywhere.All.at.Once.2022.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-WiKi.mkv",23688635238,22.06,True,"/Volumes/Media_Lib/Movies/Everything.Everywhere.All.at.Once.2022.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-WiKi/Everything.Everywhere.All.at.Once.2022.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-WiKi.mkv","/Volumes/Media_Lib-1/Everything.Everywhere.All.at.Once.2022.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-WiKi/Everything.Everywhere.All.at.Once.2022.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-WiKi.mkv"
"沙丘2024.Dune.Part.Two.2024.REPACK.2160p.UPSCALE.WEB.HEVC.10Bit.AAC.2.0-R&H[DiY@DB].mkv",23313899096,21.71,True,"/Volumes/Media_Lib/Movies/0-Latest Movies/Dune.Part.Two.2024.REPACK.2160p.UPSCALE.WEB.HEVC.10Bit.AAC.2.0-R&H/沙丘2024.Dune.Part.Two.2024.REPACK.2160p.UPSCALE.WEB.HEVC.10Bit.AAC.2.0-R&H[DiY@DB].mkv","/Volumes/Media_Lib-1/Dune.Part.Two.2024.REPACK.2160p.UPSCALE.WEB.HEVC.10Bit.AAC.2.0-R&H/沙丘2024.Dune.Part.Two.2024.REPACK.2160p.UPSCALE.WEB.HEVC.10Bit.AAC.2.0-R&H[DiY@DB].mkv"
"Alita.Battle.Angel.2019.2160p.UHD.Bluray.TrueHD.Atmos.7.1.DoVi.HDR10+.x265-PTer.mkv",23078474580,21.49,True,"/Volumes/Media_Lib/Movies/阿丽塔 4K (2019)/Alita.Battle.Angel.2019.2160p.UHD.Bluray.TrueHD.Atmos.7.1.DoVi.HDR10+.x265-PTer.mkv","/Volumes/Media_Lib-1/Alita.Battle.Angel.2019.2160p.UHD.Bluray.TrueHD.Atmos.7.1.DoVi.HDR10+.x265-PTer.mkv"
"八角笼中.Never.Say.Never.2023.60FPS.2160p.WEB-DL.H265.10bit.DDP5.1-OurTV.mp4",22500793364,20.96,True,"/Volumes/Media_Lib/Movies/0-Latest Movies/八角笼中.Never.Say.Never.2023.60FPS.2160p.WEB-DL.H265.10bit.DDP5.1-OurTV/八角笼中.Never.Say.Never.2023.60FPS.2160p.WEB-DL.H265.10bit.DDP5.1-OurTV.mp4","/Volumes/Media_Lib-1/八角笼中.Never.Say.Never.2023.60FPS.2160p.WEB-DL.H265.10bit.DDP5.1-OurTV/八角笼中.Never.Say.Never.2023.60FPS.2160p.WEB-DL.H265.10bit.DDP5.1-OurTV.mp4"
"Top.Gun.Maverick.2022.2160p.WEB-DL.DDP5.1.Atmos.HDR.HEVC-BLUTONiUM.mkv",22230958830,20.70,True,"/Volumes/Media_Lib/Movies/Top Gun 壮志凌云/Top.Gun.Maverick.2022.2160p.WEB-DL.DDP5.1.Atmos.HDR.HEVC-BLUTONiUM.mkv","/Volumes/Media_Lib-1/壮志凌云.Top.Gun.合集/Top.Gun.Maverick.2022.2160p.WEB-DL.DDP5.1.Atmos.HDR.HEVC-BLUTONiUM.mkv"
"Napoleon.2023.2160p.iT.WEB-DL.DDP5.1.Atmos.HDR.H.265-HHWEB.mkv",22005742056,20.49,True,"/Volumes/Media_Lib/Movies/0-Latest Movies/Napoleon.2023.2160p.iT.WEB-DL.DDP5.1.Atmos.HDR.H.265-HHWEB/Napoleon.2023.2160p.iT.WEB-DL.DDP5.1.Atmos.HDR.H.265-HHWEB.mkv","/Volumes/Media_Lib-1/Napoleon.2023.2160p.iT.WEB-DL.DDP5.1.Atmos.HDR.H.265-HHWEB/Napoleon.2023.2160p.iT.WEB-DL.DDP5.1.Atmos.HDR.H.265-HHWEB.mkv"
"The.Wandering.Earth.Ⅱ.2023.V2.WEB-DL.4K.HEVC.DV.DDP-Enichi.mp4",21799336946,20.30,True,"/Volumes/Media_Lib/Movies/0-Latest Movies/The.Wandering.Earth.Ⅱ.2023.V2.WEB-DL.4K.HEVC.DV.DDP-Enichi.mp4","/Volumes/Media_Lib-1/The.Wandering.Earth.Ⅱ.2023.V2.WEB-DL.4K.HEVC.DV.DDP-Enichi.mp4"
"The.Greatest.Showman.2017.UHD.BluRay.2160p.10bit.HDR.2Audio.TrueHD(Atmos).7.1.x265-beAst.mkv",21531324095,20.05,True,"/Volumes/Media_Lib/Movies/The.Greatest.Showman.2017.UHD.BluRay.2160p.10bit.HDR.2Audio.TrueHD(Atmos).7.1.x265-beAst/The.Greatest.Showman.2017.UHD.BluRay.2160p.10bit.HDR.2Audio.TrueHD(Atmos).7.1.x265-beAst.mkv","/Volumes/Media_Lib-1/The.Greatest.Showman.2017.UHD.BluRay.2160p.10bit.HDR.2Audio.TrueHD(Atmos).7.1.x265-beAst/The.Greatest.Showman.2017.UHD.BluRay.2160p.10bit.HDR.2Audio.TrueHD(Atmos).7.1.x265-beAst.mkv"
"All.Quiet.on.the.Western.Front.2022.4K.HDR.2160p.WEBDL Ita Ger x265-NAHOM.mkv",21400427260,19.93,True,"/Volumes/Media_Lib/Movies/All.Quiet.on.the.Western.Front.2022.4K.HDR.2160p.WEBDL Ita Ger x265-NAHOM/All.Quiet.on.the.Western.Front.2022.4K.HDR.2160p.WEBDL Ita Ger x265-NAHOM.mkv","/Volumes/Media_Lib-1/All.Quiet.on.the.Western.Front.2022.4K.HDR.2160p.WEBDL Ita Ger x265-NAHOM.mkv"
"Logan.2017.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS.mkv",20893666319,19.46,True,"/Volumes/Media_Lib/Movies/0-X战警合集/金刚狼3.殊死一战.Logan.2017.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS/Logan.2017.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS.mkv","/Volumes/Media_Lib-1/金刚狼3：殊死一战.Logan.2017.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS/Logan.2017.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS.mkv"
"Adaptation.2002.UHD.BluRay.2160p.x265.10bit.DoVi.2Audio.mUHD-FRDS.mkv",20673172460,19.25,True,"/Volumes/Media_Lib/Movies/改编剧本.Adaptation.2002.UHD.BluRay.2160p.x265.10bit.DoVi.2Audio.mUHD-FRDS/Adaptation.2002.UHD.BluRay.2160p.x265.10bit.DoVi.2Audio.mUHD-FRDS.mkv","/Volumes/Media_Lib-1/改编剧本.Adaptation.2002.UHD.BluRay.2160p.x265.10bit.DoVi.2Audio.mUHD-FRDS/Adaptation.2002.UHD.BluRay.2160p.x265.10bit.DoVi.2Audio.mUHD-FRDS.mkv"
"Mission.Impossible.Fallout .2018.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv",20544890179,19.13,True,"/Volumes/Media_Lib/Movies/0-碟中谍合集/Mission.Impossible.Fallout .2018.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv","/Volumes/Media_Lib-1/碟中谍系列/Mission.Impossible.Fallout .2018.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv"
"Predestination.2014.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-RARBG.mkv",20315945072,18.92,True,"/Volumes/Media_Lib/Movies/Predestination.2014.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-RARBG/Predestination.2014.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-RARBG.mkv","/Volumes/Media_Lib-1/Predestination.2014.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-RARBG/Predestination.2014.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-RARBG.mkv"
"The.Equalizer.3.2023.2160p.MA.WEB-DL.DDP5.1.DV.HDR.H.265-FLUX.mkv",20303660201,18.91,True,"/Volumes/Media_Lib/Movies/0-Latest Movies/The.Equalizer.3.2023.2160p.MA.WEB-DL.DDP5.1.DV.HDR.H.265-FLUX.mkv","/Volumes/Media_Lib-1/The.Equalizer.3.2023.2160p.MA.WEB-DL.DDP5.1.DV.HDR.H.265-FLUX.mkv"
"The.Great.Gatsby.2013.2160p.UHD.BluRay.x265.10bit.HDR.DTS-HD.MA.5.1.2Audio-PTHome.mkv",20111448682,18.73,True,"/Volumes/Media_Lib/Movies/The.Great.Gatsby.2013.2160p.UHD.BluRay.x265.10bit.HDR.DTS-HD.MA.5.1.2Audio-PTHome/The.Great.Gatsby.2013.2160p.UHD.BluRay.x265.10bit.HDR.DTS-HD.MA.5.1.2Audio-PTHome.mkv","/Volumes/Media_Lib-1/The.Great.Gatsby.2013.2160p.UHD.BluRay.x265.10bit.HDR.DTS-HD.MA.5.1.2Audio-PTHome/The.Great.Gatsby.2013.2160p.UHD.BluRay.x265.10bit.HDR.DTS-HD.MA.5.1.2Audio-PTHome.mkv"
"Elemental.2023.2160p.iTunes.WEB-DL.DDP.7.1.Atmos.DV.H.265-DreamHD.mkv",19809523069,18.45,True,"/Volumes/Media_Lib/Movies/0-Latest Movies/疯狂元素城[杜比视界版本][简繁英字幕].Elemental.2023.2160p.iTunes.WEB-DL.DDP.7.1.Atmos.DV.H.265-DreamHD/Elemental.2023.2160p.iTunes.WEB-DL.DDP.7.1.Atmos.DV.H.265-DreamHD.mkv","/Volumes/Media_Lib-1/疯狂元素城[杜比视界版本][简繁英字幕].Elemental.2023.2160p.iTunes.WEB-DL.DDP.7.1.Atmos.DV.H.265-DreamHD/Elemental.2023.2160p.iTunes.WEB-DL.DDP.7.1.Atmos.DV.H.265-DreamHD.mkv"
"Ip.Man.3.2015.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv",19668374722,18.32,True,"/Volumes/Media_Lib/Movies/Ip.Man.4-Movie.Collection.2008-2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst/Ip.Man.3.2015.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv","/Volumes/Media_Lib-1/Ip.Man.4-Movie.Collection.2008-2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst/Ip.Man.3.2015.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv"
"Mission.Impossible.V.Rogue.Nation.2015.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv",19403549851,18.07,True,"/Volumes/Media_Lib/Movies/0-碟中谍合集/Mission.Impossible.V.Rogue.Nation.2015.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv","/Volumes/Media_Lib-1/碟中谍系列/Mission.Impossible.V.Rogue.Nation.2015.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv"
"Puss.in.Boots.The.Last.Wish.2022.2160p.MA.WEB-DL.DDP5.1.Atmos.DV.H.265-CMRG.mkv",19382557151,18.05,True,"/Volumes/Media_Lib/Kid/Puss.in.Boots.The.Last.Wish.2022.2160p.MA.WEB-DL.DDP5.1.Atmos.DV.MKV.x265-CM/Puss.in.Boots.The.Last.Wish.2022.2160p.MA.WEB-DL.DDP5.1.Atmos.DV.H.265-CMRG.mkv","/Volumes/Media_Lib-1/Puss.in.Boots.The.Last.Wish.2022.2160p.MA.WEB-DL.DDP5.1.Atmos.DV.MKV.x265-CM/Puss.in.Boots.The.Last.Wish.2022.2160p.MA.WEB-DL.DDP5.1.Atmos.DV.H.265-CMRG.mkv"
"Mission.Impossible.II.2000.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv",19181935505,17.86,True,"/Volumes/Media_Lib/Movies/0-碟中谍合集/Mission.Impossible.II.2000.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv","/Volumes/Media_Lib-1/碟中谍系列/Mission.Impossible.II.2000.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv"
"忠犬八公.Hachiko.2023.2160p.WEB-DL.H265.10bit.DDP2.0-OurTV.mp4",19109942149,17.80,True,"/Volumes/Media_Lib/Movies/0-Latest Movies/忠犬八公.Hachiko.2023.2160p.WEB-DL.H265.10bit.DDP2.0-OurTV/忠犬八公.Hachiko.2023.2160p.WEB-DL.H265.10bit.DDP2.0-OurTV.mp4","/Volumes/Media_Lib-1/忠犬八公.Hachiko.2023.2160p.WEB-DL.H265.10bit.DDP2.0-OurTV/忠犬八公.Hachiko.2023.2160p.WEB-DL.H265.10bit.DDP2.0-OurTV.mp4"
"Ip.Man.4.The.Finale.2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv",18761124015,17.47,True,"/Volumes/Media_Lib/Movies/Ip.Man.4-Movie.Collection.2008-2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst/Ip.Man.4.The.Finale.2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv","/Volumes/Media_Lib-1/Ip.Man.4-Movie.Collection.2008-2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst/Ip.Man.4.The.Finale.2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv"
"The.Bourne.Identity.2002.BluRay.2160p.x265.10bit.4Audio.mUHD-FRDS.mkv",18457089691,17.19,True,"/Volumes/Media_Lib/Movies/0-谍影重重合集/谍影重重.The.Bourne.Identity.2002.BluRay.2160p.x265.10bit.4Audio.mUHD-FRDS/The.Bourne.Identity.2002.BluRay.2160p.x265.10bit.4Audio.mUHD-FRDS.mkv","/Volumes/Media_Lib-1/谍影重重系列/谍影重重.The.Bourne.Identity.2002.BluRay.2160p.x265.10bit.4Audio.mUHD-FRDS/The.Bourne.Identity.2002.BluRay.2160p.x265.10bit.4Audio.mUHD-FRDS.mkv"
"Mission.Impossible.IV.Ghost.Protocol.2011.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv",18445362503,17.18,True,"/Volumes/Media_Lib/Movies/0-碟中谍合集/Mission.Impossible.IV.Ghost.Protocol.2011.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv","/Volumes/Media_Lib-1/碟中谍系列/Mission.Impossible.IV.Ghost.Protocol.2011.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv"
"Tar.2022.UHD.Blu-ray.2160p.10bit.HDR.TrueHD(Atmos).7.1.x265-beAst.mkv",18213360673,16.96,True,"/Volumes/Media_Lib/Movies/Tar.2022.UHD.Blu-ray.2160p.10bit.HDR.TrueHD(Atmos).7.1.x265-beAst/Tar.2022.UHD.Blu-ray.2160p.10bit.HDR.TrueHD(Atmos).7.1.x265-beAst.mkv","/Volumes/Media_Lib-1/Tar.2022.UHD.Blu-ray.2160p.10bit.HDR.TrueHD(Atmos).7.1.x265-beAst/Tar.2022.UHD.Blu-ray.2160p.10bit.HDR.TrueHD(Atmos).7.1.x265-beAst.mkv"
"Mission.Impossible.1996.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv",17816172486,16.59,True,"/Volumes/Media_Lib/Movies/0-碟中谍合集/Mission.Impossible.1996.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv","/Volumes/Media_Lib-1/碟中谍系列/Mission.Impossible.1996.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv"
"Dragon.Ball.Super.Super.Hero.2022.1080p.BluRay.REMUX.AVC.FLAC5.1-Kitsune.mkv",17228164395,16.04,True,"/Volumes/Media_Lib/Movies/0-Latest Movies/Dragon.Ball.Super.Super.Hero.2022.1080p.BluRay.REMUX.AVC.FLAC5.1-Kitsune.mkv","/Volumes/Media_Lib-1/Dragon.Ball.Super.Super.Hero.2022.1080p.BluRay.REMUX.AVC.FLAC5.1-Kitsune.mkv"
"A.Perfect.Planet.S01E05.Humans.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv",16227840171,15.11,True,"/Volumes/Media_Lib/Documentary/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01E05.Humans.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv","/Volumes/Media_Lib-1/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01E05.Humans.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv"
"The.Wandering.Earth.2019.WEB-DL.4K.HEVC.HDR.10bit.DD+5.1-LeagueWEB.mkv",15897192002,14.81,True,"/Volumes/Media_Lib/Movies/0-Latest Movies/The.Wandering.Earth.2019.WEB-DL.4K.HEVC.HDR.10bit.DD+5.1-LeagueWEB.mkv","/Volumes/Media_Lib-1/The.Wandering.Earth.2019.WEB-DL.4K.HEVC.HDR.10bit.DD+5.1-LeagueWEB.mkv"
"A.Perfect.Planet.S01E04.Oceans.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv",15498143768,14.43,True,"/Volumes/Media_Lib/Documentary/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01E04.Oceans.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv","/Volumes/Media_Lib-1/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01E04.Oceans.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv"
"Mission.Impossible.III.2006.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv",15395369994,14.34,True,"/Volumes/Media_Lib/Movies/0-碟中谍合集/Mission.Impossible.III.2006.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv","/Volumes/Media_Lib-1/碟中谍系列/Mission.Impossible.III.2006.BluRay.2160p.H265.10bit.HDR.TrueHD.ZH-EN.CHS-ENG.BOBO.mkv"
"Three.Billboards.Outside.Ebbing.Missouri.2017.1080p.BluRay.DTS.x264-Geek.mkv",14765343956,13.75,True,"/Volumes/Media_Lib/Movies/三个广告牌/Three.Billboards.Outside.Ebbing.Missouri.2017.1080p.BluRay.DTS.x264-Geek.mkv","/Volumes/Media_Lib-1/Three.Billboards.Outside.Ebbing.Missouri.2017.1080p.BluRay.DTS.x264-Geek.mkv"
"Spider-Man.Across.The.Spider-Verse.2023.BluRay.1080p.3Audio.DTS-HD.MA5.1.x265.10bit-BeiTai.mkv",14226289150,13.25,True,"/Volumes/Media_Lib/Movies/Spider-Man.Across.The.Spider-Verse.2023.BluRay.1080p.3Audio.DTS-HD.MA5.1.x265.10bit-BeiTai/Spider-Man.Across.The.Spider-Verse.2023.BluRay.1080p.3Audio.DTS-HD.MA5.1.x265.10bit-BeiTai.mkv","/Volumes/Media_Lib-1/Spider-Man.Across.The.Spider-Verse.2023.BluRay.1080p.3Audio.DTS-HD.MA5.1.x265.10bit-BeiTai/Spider-Man.Across.The.Spider-Verse.2023.BluRay.1080p.3Audio.DTS-HD.MA5.1.x265.10bit-BeiTai.mkv"
"Contact.1997.1080p.BluRay.DTS.x264-HiDt.mkv",14045488247,13.08,True,"/Volumes/Media_Lib/Movies/Contact.1997.1080p.BluRay.DTS.x264-HiDt.mkv","/Volumes/Media_Lib-1/Contact.1997.1080p.BluRay.DTS.x264-HiDt.mkv"
"Love.Letter.1995.BluRay.1080p.3Audio.TrueHD.5.1.x264-beAst.mkv",13920503924,12.96,True,"/Volumes/Media_Lib/Movies/Love.Letter.1995.BluRay.1080p.3Audio.TrueHD.5.1.x264-beAst/Love.Letter.1995.BluRay.1080p.3Audio.TrueHD.5.1.x264-beAst.mkv","/Volumes/Media_Lib-1/Love.Letter.1995.BluRay.1080p.3Audio.TrueHD.5.1.x264-beAst/Love.Letter.1995.BluRay.1080p.3Audio.TrueHD.5.1.x264-beAst.mkv"
"Pinocchio.2022.DV.2160p.WEB.h265-KOGi.mkv",13585130794,12.65,True,"/Volumes/Media_Lib/Kid/Pinocchio.2022.2160p.DSNP.WEB-DL.DDP5.1.Atmos.DV.MKV.x265-KOGi/Pinocchio.2022.DV.2160p.WEB.h265-KOGi.mkv","/Volumes/Media_Lib-1/Pinocchio.2022.2160p.DSNP.WEB-DL.DDP5.1.Atmos.DV.MKV.x265-KOGi/Pinocchio.2022.DV.2160p.WEB.h265-KOGi.mkv"
"A.Perfect.Planet.S01E02.The.Sun.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv",13132285134,12.23,True,"/Volumes/Media_Lib/Documentary/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01E02.The.Sun.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv","/Volumes/Media_Lib-1/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01E02.The.Sun.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv"
"BBC.Planet.Earth.III.2023.EP04.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv",12664593750,11.79,True,"/Volumes/Media_Lib/Documentary/Planet Earth Episode III/BBC.Planet.Earth.III.2023.EP04.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv","/Volumes/Media_Lib-1/BBC.Planet.Earth.III.2023.EP01-EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst/BBC.Planet.Earth.III.2023.EP04.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv"
"A.Perfect.Planet.S01E03.Weather.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv",12470807688,11.61,True,"/Volumes/Media_Lib/Documentary/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01E03.Weather.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv","/Volumes/Media_Lib-1/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01E03.Weather.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv"
"A.Perfect.Planet.S01E01.Volcano.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv",12402188066,11.55,True,"/Volumes/Media_Lib/Documentary/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01E01.Volcano.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv","/Volumes/Media_Lib-1/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01E01.Volcano.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv"
"BBC.Planet.Earth.III.2023.EP02.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv",11956950139,11.14,True,"/Volumes/Media_Lib/Documentary/Planet Earth Episode III/BBC.Planet.Earth.III.2023.EP02.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv","/Volumes/Media_Lib-1/BBC.Planet.Earth.III.2023.EP01-EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst/BBC.Planet.Earth.III.2023.EP02.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv"
"Memento.2000.BluRay.1080p.DTS-HD.MA5.1.x265.10bit-BeiTai.mkv",11908867509,11.09,True,"/Volumes/Media_Lib/Movies/0-克里斯托弗·诺兰导演合集/Memento.2000.BluRay.1080p.DTS-HD.MA5.1.x265.10bit-BeiTai/Memento.2000.BluRay.1080p.DTS-HD.MA5.1.x265.10bit-BeiTai.mkv","/Volumes/Media_Lib-1/克里斯托弗·罗兰导演合集/Memento.2000.BluRay.1080p.DTS-HD.MA5.1.x265.10bit-BeiTai/Memento.2000.BluRay.1080p.DTS-HD.MA5.1.x265.10bit-BeiTai.mkv"
