文件名,文件大小(字节),文件大小(可读),glenwrt路径,glenhouse-pc路径
A.Perfect.Planet.S01E03.Weather.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv,12466142576,11.61 GB,/Volumes/Media_Lib/Documentary/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01E03.Weather.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv,/Volumes/Media_Lib-1/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01E03.Weather.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv
A.Perfect.Planet.S01E04.Oceans.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv,15494094520,14.43 GB,/Volumes/Media_Lib/Documentary/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01E04.Oceans.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv,/Volumes/Media_Lib-1/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01E04.Oceans.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv
A.Perfect.Planet.S01E05.Humans.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv,16224238960,15.11 GB,/Volumes/Media_Lib/Documentary/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01E05.Humans.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv,/Volumes/Media_Lib-1/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01E05.Humans.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv
A.Perfect.Planet.S01SP.Make.A.Prefect.Planet.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv,5851892940,5.45 GB,/Volumes/Media_Lib/Documentary/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01SP.Make.A.Prefect.Planet.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv,/Volumes/Media_Lib-1/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01SP.Make.A.Prefect.Planet.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv
Adaptation.2002.UHD.BluRay.2160p.x265.10bit.DoVi.2Audio.mUHD-FRDS.mkv,20669530112,19.25 GB,/Volumes/Media_Lib/Movies/改编剧本.Adaptation.2002.UHD.BluRay.2160p.x265.10bit.DoVi.2Audio.mUHD-FRDS/Adaptation.2002.UHD.BluRay.2160p.x265.10bit.DoVi.2Audio.mUHD-FRDS.mkv,/Volumes/Media_Lib-1/改编剧本.Adaptation.2002.UHD.BluRay.2160p.x265.10bit.DoVi.2Audio.mUHD-FRDS/Adaptation.2002.UHD.BluRay.2160p.x265.10bit.DoVi.2Audio.mUHD-FRDS.mkv
Alita.Battle.Angel.2019.2160p.UHD.Bluray.TrueHD.Atmos.7.1.DoVi.HDR10+.x265-PTer.mkv,23074711797,21.49 GB,/Volumes/Media_Lib/Movies/阿丽塔 4K (2019)/Alita.Battle.Angel.2019.2160p.UHD.Bluray.TrueHD.Atmos.7.1.DoVi.HDR10+.x265-PTer.mkv,/Volumes/Media_Lib-1/Alita.Battle.Angel.2019.2160p.UHD.Bluray.TrueHD.Atmos.7.1.DoVi.HDR10+.x265-PTer.mkv
All.Quiet.on.the.Western.Front.2022.4K.HDR.2160p.WEBDL Ita Ger x265-NAHOM.mkv,21399674552,19.93 GB,/Volumes/Media_Lib/Movies/All.Quiet.on.the.Western.Front.2022.4K.HDR.2160p.WEBDL Ita Ger x265-NAHOM/All.Quiet.on.the.Western.Front.2022.4K.HDR.2160p.WEBDL Ita Ger x265-NAHOM.mkv,/Volumes/Media_Lib-1/All.Quiet.on.the.Western.Front.2022.4K.HDR.2160p.WEBDL Ita Ger x265-NAHOM.mkv
Apollo.11.2019.UHD.BluRay.2160p.10bit.HDR.DTS-HD.MA.5.1.x265-beAst.mkv,28572269936,26.61 GB,/Volumes/Media_Lib/Documentary/Apollo.11.2019.UHD.BluRay.2160p.10bit.HDR.DTS-HD.MA.5.1.x265-beAst/Apollo.11.2019.UHD.BluRay.2160p.10bit.HDR.DTS-HD.MA.5.1.x265-beAst.mkv,/Volumes/Media_Lib-1/Apollo.11.2019.UHD.BluRay.2160p.10bit.HDR.DTS-HD.MA.5.1.x265-beAst/Apollo.11.2019.UHD.BluRay.2160p.10bit.HDR.DTS-HD.MA.5.1.x265-beAst.mkv
Avatar.The.Way.of.Water.2022.2160p.WEB-DL.DoVi.HDR10.HEVC.Atmos.DDP5.1-HDH.mkv,36174362050,33.69 GB,/Volumes/Media_Lib/Movies/Avator.阿凡达/Avatar.The.Way.of.Water.2022.2160p.WEB-DL.DoVi.HDR10.HEVC.Atmos.DDP5.1-HDH/Avatar.The.Way.of.Water.2022.2160p.WEB-DL.DoVi.HDR10.HEVC.Atmos.DDP5.1-HDH.mkv,/Volumes/Media_Lib-1/Avatar.The.Way.of.Water.2022.2160p.WEB-DL.DoVi.HDR10.HEVC.Atmos.DDP5.1-HDH/Avatar.The.Way.of.Water.2022.2160p.WEB-DL.DoVi.HDR10.HEVC.Atmos.DDP5.1-HDH.mkv
BBC.Planet.Earth.III.2023.EP01.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv,10533407293,9.81 GB,/Volumes/Media_Lib/Documentary/Planet Earth Episode III/BBC.Planet.Earth.III.2023.EP01.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv,/Volumes/Media_Lib-1/BBC.Planet.Earth.III.2023.EP01-EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst/BBC.Planet.Earth.III.2023.EP01.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv
BBC.Planet.Earth.III.2023.EP02.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv,11961483919,11.14 GB,/Volumes/Media_Lib/Documentary/Planet Earth Episode III/BBC.Planet.Earth.III.2023.EP02.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv,/Volumes/Media_Lib-1/BBC.Planet.Earth.III.2023.EP01-EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst/BBC.Planet.Earth.III.2023.EP02.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv
BBC.Planet.Earth.III.2023.EP03.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv,10479720202,9.76 GB,/Volumes/Media_Lib/Documentary/Planet Earth Episode III/BBC.Planet.Earth.III.2023.EP03.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv,/Volumes/Media_Lib-1/BBC.Planet.Earth.III.2023.EP01-EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst/BBC.Planet.Earth.III.2023.EP03.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv
BBC.Planet.Earth.III.2023.EP04.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv,12659416104,11.79 GB,/Volumes/Media_Lib/Documentary/Planet Earth Episode III/BBC.Planet.Earth.III.2023.EP04.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv,/Volumes/Media_Lib-1/BBC.Planet.Earth.III.2023.EP01-EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst/BBC.Planet.Earth.III.2023.EP04.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv
BBC.Planet.Earth.III.2023.EP05.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv,11746735554,10.94 GB,/Volumes/Media_Lib/Documentary/Planet Earth Episode III/BBC.Planet.Earth.III.2023.EP05.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv,/Volumes/Media_Lib-1/BBC.Planet.Earth.III.2023.EP01-EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst/BBC.Planet.Earth.III.2023.EP05.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv
BBC.Planet.Earth.III.2023.EP06.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv,8858370048,8.25 GB,/Volumes/Media_Lib/Documentary/Planet Earth Episode III/BBC.Planet.Earth.III.2023.EP06.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv,/Volumes/Media_Lib-1/BBC.Planet.Earth.III.2023.EP01-EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst/BBC.Planet.Earth.III.2023.EP06.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv
BBC.Planet.Earth.III.2023.EP07.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv,11242076897,10.47 GB,/Volumes/Media_Lib/Documentary/Planet Earth Episode III/BBC.Planet.Earth.III.2023.EP07.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv,/Volumes/Media_Lib-1/BBC.Planet.Earth.III.2023.EP01-EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst/BBC.Planet.Earth.III.2023.EP07.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv
BBC.Planet.Earth.III.2023.EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv,11381663334,10.60 GB,/Volumes/Media_Lib/Documentary/Planet Earth Episode III/BBC.Planet.Earth.III.2023.EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv,/Volumes/Media_Lib-1/BBC.Planet.Earth.III.2023.EP01-EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst/BBC.Planet.Earth.III.2023.EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv
Black Hawk Down 2001 Extended V2 UHD BluRay REMUX 2160p HEVC Atmos TrueHD7.1 4Audio-CHD.mkv,76031658557,70.81 GB,/Volumes/Media_Lib/Movies/Black Hawk Down 2001 Extended V2 UHD BluRay REMUX 2160p HEVC Atmos TrueHD7.1 4Audio-CHD/Black Hawk Down 2001 Extended V2 UHD BluRay REMUX 2160p HEVC Atmos TrueHD7.1 4Audio-CHD.mkv,/Volumes/Media_Lib-1/Black Hawk Down 2001 Extended V2 UHD BluRay REMUX 2160p HEVC Atmos TrueHD7.1 4Audio-CHD/Black Hawk Down 2001 Extended V2 UHD BluRay REMUX 2160p HEVC Atmos TrueHD7.1 4Audio-CHD.mkv
Blonde.2022.2160p.NF.WEBRip.DDP5.1.Atmos.x265-CMRG.mkv,28969554411,26.98 GB,/Volumes/Media_Lib/Movies/0-Latest Movies/Blonde.2022.2160p.NF.WEBRip.DDP5.1.Atmos.x265-CMRG/Blonde.2022.2160p.NF.WEBRip.DDP5.1.Atmos.x265-CMRG.mkv,/Volumes/Media_Lib-1/Blonde.2022.2160p.NF.WEBRip.DDP5.1.Atmos.x265-CMRG/Blonde.2022.2160p.NF.WEBRip.DDP5.1.Atmos.x265-CMRG.mkv
Bohemian.Rhapsody.2018.UHD.BluRay.2160p.2Audio.TrueHD(Atmos).7.1.HDR.10bit.x265-beAst.mkv,26564372725,24.74 GB,/Volumes/Media_Lib/Movies/Bohemian.Rhapsody.2018.UHD.BluRay.2160p.2Audio.TrueHD(Atmos).7.1.HDR.10bit.x265-beAst/Bohemian.Rhapsody.2018.UHD.BluRay.2160p.2Audio.TrueHD(Atmos).7.1.HDR.10bit.x265-beAst.mkv,/Volumes/Media_Lib-1/Bohemian.Rhapsody.2018.UHD.BluRay.2160p.2Audio.TrueHD(Atmos).7.1.HDR.10bit.x265-beAst/Bohemian.Rhapsody.2018.UHD.BluRay.2160p.2Audio.TrueHD(Atmos).7.1.HDR.10bit.x265-beAst.mkv
Casablanca.1942.Repack.UHD.BluRay.2160p.10bit.HDR.6Audio.DTS-HD.MA.2.0.x265-beAst.mkv,35905926594,33.44 GB,/Volumes/Media_Lib/Movies/Casablanca.1942.Repack.UHD.BluRay.2160p.10bit.HDR.6Audio.DTS-HD.MA.2.0.x265-beAst/Casablanca.1942.Repack.UHD.BluRay.2160p.10bit.HDR.6Audio.DTS-HD.MA.2.0.x265-beAst.mkv,/Volumes/Media_Lib-1/Casablanca.1942.Repack.UHD.BluRay.2160p.10bit.HDR.6Audio.DTS-HD.MA.2.0.x265-beAst/Casablanca.1942.Repack.UHD.BluRay.2160p.10bit.HDR.6Audio.DTS-HD.MA.2.0.x265-beAst.mkv
Contact.1997.1080p.BluRay.DTS.x264-HiDt.mkv,14044543057,13.08 GB,/Volumes/Media_Lib/Movies/Contact.1997.1080p.BluRay.DTS.x264-HiDt.mkv,/Volumes/Media_Lib-1/Contact.1997.1080p.BluRay.DTS.x264-HiDt.mkv
Crouching.Tiger.Hidden.Dragon.2000.UHD.BluRay.2160p.10bit.DoVi.2Audio.TrueHD(Atmos).7.1.x265-beAst.mkv,45183055953,42.08 GB,/Volumes/Media_Lib/Movies/Crouching.Tiger.Hidden.Dragon.2000.UHD.BluRay.2160p.10bit.DoVi.2Audio.TrueHD(Atmos).7.1.x265-beAst/Crouching.Tiger.Hidden.Dragon.2000.UHD.BluRay.2160p.10bit.DoVi.2Audio.TrueHD(Atmos).7.1.x265-beAst.mkv,/Volumes/Media_Lib-1/Crouching.Tiger.Hidden.Dragon.2000.UHD.BluRay.2160p.10bit.DoVi.2Audio.TrueHD(Atmos).7.1.x265-beAst/Crouching.Tiger.Hidden.Dragon.2000.UHD.BluRay.2160p.10bit.DoVi.2Audio.TrueHD(Atmos).7.1.x265-beAst.mkv
Dragon.Ball.Super.Super.Hero.2022.1080p.BluRay.REMUX.AVC.FLAC5.1-Kitsune.mkv,17222818856,16.04 GB,/Volumes/Media_Lib/Movies/0-Latest Movies/Dragon.Ball.Super.Super.Hero.2022.1080p.BluRay.REMUX.AVC.FLAC5.1-Kitsune.mkv,/Volumes/Media_Lib-1/Dragon.Ball.Super.Super.Hero.2022.1080p.BluRay.REMUX.AVC.FLAC5.1-Kitsune.mkv
Drishyam.2.2022.1080p.HINDI.AMZN.10bit.DDP.5.1.x265.mkv,4348654387,4.05 GB,/Volumes/Media_Lib/Movies/误杀瞒天记2.Drishyam.2.2022.1080p.HINDI.AMZN.10bit.DDP.5.1.x265/Drishyam.2.2022.1080p.HINDI.AMZN.10bit.DDP.5.1.x265.mkv,/Volumes/Media_Lib-1/误杀瞒天记2.Drishyam.2.2022.1080p.HINDI.AMZN.10bit.DDP.5.1.x265/Drishyam.2.2022.1080p.HINDI.AMZN.10bit.DDP.5.1.x265.mkv
Dune.2021.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-WiKi.mkv,43819403837,40.81 GB,/Volumes/Media_Lib/Movies/Dune.2021.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-WiKi/Dune.2021.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-WiKi.mkv,/Volumes/Media_Lib-1/Dune.2021.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-WiKi/Dune.2021.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-WiKi.mkv
Dunkirk.2017.UHD.BluRay.2160p.10bit.HDR.2Audio.DTS-HD.MA.5.1.x265-beAst.mkv,28883655065,26.90 GB,/Volumes/Media_Lib/Movies/0-克里斯托弗·诺兰导演合集/Dunkirk.2017.UHD.BluRay.2160p.10bit.HDR.2Audio.DTS-HD.MA.5.1.x265-beAst/Dunkirk.2017.UHD.BluRay.2160p.10bit.HDR.2Audio.DTS-HD.MA.5.1.x265-beAst.mkv,/Volumes/Media_Lib-1/克里斯托弗·罗兰导演合集/Dunkirk.2017.UHD.BluRay.2160p.10bit.HDR.2Audio.DTS-HD.MA.5.1.x265-beAst/Dunkirk.2017.UHD.BluRay.2160p.10bit.HDR.2Audio.DTS-HD.MA.5.1.x265-beAst.mkv
Elemental.2023.2160p.iTunes.WEB-DL.DDP.7.1.Atmos.DV.H.265-DreamHD.mkv,19810536652,18.45 GB,/Volumes/Media_Lib/Movies/0-Latest Movies/疯狂元素城[杜比视界版本][简繁英字幕].Elemental.2023.2160p.iTunes.WEB-DL.DDP.7.1.Atmos.DV.H.265-DreamHD/Elemental.2023.2160p.iTunes.WEB-DL.DDP.7.1.Atmos.DV.H.265-DreamHD.mkv,/Volumes/Media_Lib-1/疯狂元素城[杜比视界版本][简繁英字幕].Elemental.2023.2160p.iTunes.WEB-DL.DDP.7.1.Atmos.DV.H.265-DreamHD/Elemental.2023.2160p.iTunes.WEB-DL.DDP.7.1.Atmos.DV.H.265-DreamHD.mkv
Everything.Everywhere.All.at.Once.2022.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-WiKi.mkv,23686744637,22.06 GB,/Volumes/Media_Lib/Movies/Everything.Everywhere.All.at.Once.2022.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-WiKi/Everything.Everywhere.All.at.Once.2022.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-WiKi.mkv,/Volumes/Media_Lib-1/Everything.Everywhere.All.at.Once.2022.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-WiKi/Everything.Everywhere.All.at.Once.2022.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-WiKi.mkv
Following.1998.CC.Bluray.1080p.x265.10bit.MNHD-FRDS.mkv,7892002406,7.35 GB,/Volumes/Media_Lib/Movies/0-克里斯托弗·诺兰导演合集/Following.1998.CC.Bluray.1080p.x265.10bit.MNHD-FRDS/Following.1998.CC.Bluray.1080p.x265.10bit.MNHD-FRDS.mkv,/Volumes/Media_Lib-1/克里斯托弗·罗兰导演合集/Following.1998.CC.Bluray.1080p.x265.10bit.MNHD-FRDS/Following.1998.CC.Bluray.1080p.x265.10bit.MNHD-FRDS.mkv
Fury.2014.UHD.Blu-ray.2160p.10bit.HDR.2Audio.TrueHD(Atmos).7.1.x265-beAst.mkv,37258841292,34.70 GB,/Volumes/Media_Lib/Movies/Fury.2014.UHD.Blu-ray.2160p.10bit.HDR.2Audio.TrueHD(Atmos).7.1.x265-beAst/Fury.2014.UHD.Blu-ray.2160p.10bit.HDR.2Audio.TrueHD(Atmos).7.1.x265-beAst.mkv,/Volumes/Media_Lib-1/Fury.2014.UHD.Blu-ray.2160p.10bit.HDR.2Audio.TrueHD(Atmos).7.1.x265-beAst/Fury.2014.UHD.Blu-ray.2160p.10bit.HDR.2Audio.TrueHD(Atmos).7.1.x265-beAst.mkv
Gladiator.2000.EXTENDED.2160p.BluRay.REMUX.HEVC.DTS-X.7.1-FGT.mkv,74120398110,69.03 GB,/Volumes/Media_Lib/Movies/角斗士4K REMUX (2000)/Gladiator.2000.EXTENDED.2160p.BluRay.REMUX.HEVC.DTS-X.7.1-FGT.mkv,/Volumes/Media_Lib-1/角斗士4K REMUX (2000)/Gladiator.2000.EXTENDED.2160p.BluRay.REMUX.HEVC.DTS-X.7.1-FGT.mkv
Glass.Onion.A.Knives.Out.Mystery.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.H.264-SMURF.mkv,7870527569,7.33 GB,/Volumes/Media_Lib/Movies/0-Latest Movies/Glass.Onion.A.Knives.Out.Mystery.2022.1080p.NF.WEBRip.DDP5.1.Atmos.x264-SMURF/Glass.Onion.A.Knives.Out.Mystery.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.H.264-SMURF.mkv,/Volumes/Media_Lib-1/Glass.Onion.A.Knives.Out.Mystery.2022.1080p.NF.WEBRip.DDP5.1.Atmos.x264-SMURF/Glass.Onion.A.Knives.Out.Mystery.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.H.264-SMURF.mkv
Gold.2016.BluRay.1080p.x265.10bit.DDP5.1.MNHD-FRDS.mkv,7129645711,6.64 GB,/Volumes/Media_Lib/Movies/金矿.Gold.2016.BluRay.1080p.x265.10bit.DDP5.1.MNHD-FRDS/Gold.2016.BluRay.1080p.x265.10bit.DDP5.1.MNHD-FRDS.mkv,/Volumes/Media_Lib-1/金矿.Gold.2016.BluRay.1080p.x265.10bit.DDP5.1.MNHD-FRDS/Gold.2016.BluRay.1080p.x265.10bit.DDP5.1.MNHD-FRDS.mkv
Gone.Girl.2014.BluRay.1080p.DTS-HD.MA.7.1.x265.10bit-BeiTai.mkv,8708046192,8.11 GB,/Volumes/Media_Lib/Movies/Gone.Girl.2014.BluRay.1080p.DTS-HD.MA.7.1.x265.10bit-BeiTai/Gone.Girl.2014.BluRay.1080p.DTS-HD.MA.7.1.x265.10bit-BeiTai.mkv,/Volumes/Media_Lib-1/Gone.Girl.2014.BluRay.1080p.DTS-HD.MA.7.1.x265.10bit-BeiTai/Gone.Girl.2014.BluRay.1080p.DTS-HD.MA.7.1.x265.10bit-BeiTai.mkv
Green.Book.2018.UHD.BluRay.2160p.TrueHD(Atmos).7.1.HDR.10bit.x265-beAst.mkv,31707596062,29.53 GB,/Volumes/Media_Lib/Movies/Green.Book.2018.UHD.BluRay.2160p.TrueHD(Atmos).7.1.HDR.10bit.x265-beAst/Green.Book.2018.UHD.BluRay.2160p.TrueHD(Atmos).7.1.HDR.10bit.x265-beAst.mkv,/Volumes/Media_Lib-1/Green.Book.2018.UHD.BluRay.2160p.TrueHD(Atmos).7.1.HDR.10bit.x265-beAst/Green.Book.2018.UHD.BluRay.2160p.TrueHD(Atmos).7.1.HDR.10bit.x265-beAst.mkv
Inception.2010.UHD.BluRay.2160p.10bit.HDR.2Audio.DTS-HD.MA.5.1.x265-beAst.mkv,39277475921,36.58 GB,/Volumes/Media_Lib/Movies/0-克里斯托弗·诺兰导演合集/Inception.2010.UHD.BluRay.2160p.10bit.HDR.2Audio.DTS-HD.MA.5.1.TrueHD.5.1.x265-beAst/Inception.2010.UHD.BluRay.2160p.10bit.HDR.2Audio.DTS-HD.MA.5.1.x265-beAst.mkv,/Volumes/Media_Lib-1/克里斯托弗·罗兰导演合集/Inception.2010.UHD.BluRay.2160p.10bit.HDR.2Audio.DTS-HD.MA.5.1.TrueHD.5.1.x265-beAst/Inception.2010.UHD.BluRay.2160p.10bit.HDR.2Audio.DTS-HD.MA.5.1.x265-beAst.mkv
Indiana.Jones.and.the.Dial.of.Destiny.2023.2160p.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-Thor@HDSky.mkv,29817810452,27.77 GB,/Volumes/Media_Lib/Movies/0-Latest Movies/Indiana.Jones.and.the.Dial.of.Destiny.2023.2160p.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-Thor@HDSky.mkv,/Volumes/Media_Lib-1/Indiana.Jones.and.the.Dial.of.Destiny.2023.2160p.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-Thor@HDSky.mkv
Ip.Man.1.2008.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv,33930241638,31.60 GB,/Volumes/Media_Lib/Movies/Ip.Man.4-Movie.Collection.2008-2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst/Ip.Man.1.2008.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv,/Volumes/Media_Lib-1/Ip.Man.4-Movie.Collection.2008-2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst/Ip.Man.1.2008.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv
Ip.Man.2.2010.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv,38472169553,35.83 GB,/Volumes/Media_Lib/Movies/Ip.Man.4-Movie.Collection.2008-2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst/Ip.Man.2.2010.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv,/Volumes/Media_Lib-1/Ip.Man.4-Movie.Collection.2008-2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst/Ip.Man.2.2010.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv
Ip.Man.3.2015.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv,19670950215,18.32 GB,/Volumes/Media_Lib/Movies/Ip.Man.4-Movie.Collection.2008-2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst/Ip.Man.3.2015.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv,/Volumes/Media_Lib-1/Ip.Man.4-Movie.Collection.2008-2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst/Ip.Man.3.2015.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv
Ip.Man.4.The.Finale.2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv,18758269665,17.47 GB,/Volumes/Media_Lib/Movies/Ip.Man.4-Movie.Collection.2008-2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst/Ip.Man.4.The.Finale.2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv,/Volumes/Media_Lib-1/Ip.Man.4-Movie.Collection.2008-2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst/Ip.Man.4.The.Finale.2019.USA.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst.mkv
